Date,City,Period,O3,NO2,PM10,PM2.5
2022-11-05,Manchester,Post-Pandemic,22,35,27,21
2022-11-05,Sheffield,Post-Pandemic,36,21,15,11
2022-11-06,Edinburgh,Post-Pandemic,45,12,9,5
2022-11-06,London,Post-Pandemic,54,10,6,3
2022-11-06,Manchester,Post-Pandemic,23,32,24,17
2022-11-06,Sheffield,Post-Pandemic,37,19,14,11
2022-11-07,Edinburgh,Post-Pandemic,60,7,7,4
2022-11-07,London,Post-Pandemic,59,11,13,7
2022-11-07,Manchester,Post-Pandemic,44,21,12,6
2022-11-07,Sheffield,Post-Pandemic,53,14,10,6
2022-11-08,Edinburgh,Post-Pandemic,65,6,6,3
2022-11-08,London,Post-Pandemic,65,8,11,6
2022-11-08,Manchester,Post-Pandemic,51,21,8,4
2022-11-08,Sheffield,Post-Pandemic,64,11,6,3
2022-11-09,Edinburgh,Post-Pandemic,60,4,8,4
2022-11-09,London,Post-Pandemic,49,15,9,5
2022-11-09,Manchester,Post-Pandemic,32,29,14,6
2022-11-09,Sheffield,Post-Pandemic,52,12,8,4
2022-11-10,Edinburgh,Post-Pandemic,64,2,6,3
2022-11-10,London,Post-Pandemic,57,11,11,5
2022-11-10,Manchester,Post-Pandemic,42,22,11,5
2022-11-10,Sheffield,Post-Pandemic,55,8,5,2
2022-11-11,Edinburgh,Post-Pandemic,62,3,6,3
2022-11-11,London,Post-Pandemic,52,12,8,5
2022-11-11,Manchester,Post-Pandemic,38,26,16,8
2022-11-11,Sheffield,Post-Pandemic,49,12,6,4
2022-11-12,Edinburgh,Post-Pandemic,45,11,7,5
2022-11-12,London,Post-Pandemic,17,28,18,13
2022-11-12,Manchester,Post-Pandemic,25,35,22,15
2022-11-12,Sheffield,Post-Pandemic,31,25,19,15
2022-11-13,Edinburgh,Post-Pandemic,32,13,12,8
2022-11-13,London,Post-Pandemic,11,30,21,17
2022-11-13,Manchester,Post-Pandemic,11,39,23,16
2022-11-13,Sheffield,Post-Pandemic,12,25,20,16
2022-11-14,Edinburgh,Post-Pandemic,24,14,17,12
2022-11-14,London,Post-Pandemic,8,33,25,17
2022-11-14,Manchester,Post-Pandemic,9,43,26,17
2022-11-14,Sheffield,Post-Pandemic,7,28,21,18
2022-11-15,Edinburgh,Post-Pandemic,27,23,8,6
2022-11-15,London,Post-Pandemic,50,15,8,4
2022-11-15,Manchester,Post-Pandemic,28,41,12,6
2022-11-15,Sheffield,Post-Pandemic,36,29,8,5
2022-11-16,Edinburgh,Post-Pandemic,45,19,8,4
2022-11-16,London,Post-Pandemic,50,19,7,3
2022-11-16,Manchester,Post-Pandemic,21,48,17,10
2022-11-16,Sheffield,Post-Pandemic,32,31,10,7
2022-11-17,Edinburgh,Post-Pandemic,39,9,10,6
2022-11-17,London,Post-Pandemic,42,21,7,4
2022-11-17,Manchester,Post-Pandemic,22,29,8,5
2022-11-17,Sheffield,Post-Pandemic,36,16,4,3
2022-11-18,Edinburgh,Post-Pandemic,22,14,6,3
2022-11-18,London,Post-Pandemic,46,17,8,4
2022-11-18,Manchester,Post-Pandemic,25,24,14,6
2022-11-18,Sheffield,Post-Pandemic,38,13,4,2
2022-11-19,Edinburgh,Post-Pandemic,37,13,4,2
2022-11-19,London,Post-Pandemic,31,26,13,8
2022-11-19,Manchester,Post-Pandemic,20,45,20,12
2022-11-19,Sheffield,Post-Pandemic,31,23,10,7
2022-11-20,Edinburgh,Post-Pandemic,48,14,6,4
2022-11-20,London,Post-Pandemic,39,22,10,6
2022-11-20,Manchester,Post-Pandemic,34,28,12,7
2022-11-20,Sheffield,Post-Pandemic,39,22,11,7
2022-11-21,Edinburgh,Post-Pandemic,45,14,5,3
2022-11-21,London,Post-Pandemic,36,26,11,6
2022-11-21,Manchester,Post-Pandemic,18,52,13,8
2022-11-21,Sheffield,Post-Pandemic,21,35,10,6
2022-11-22,Edinburgh,Post-Pandemic,22,33,12,8
2022-11-22,London,Post-Pandemic,32,29,9,5
2022-11-22,Manchester,Post-Pandemic,15,47,20,9
2022-11-22,Sheffield,Post-Pandemic,35,22,10,6
2022-11-23,Edinburgh,Post-Pandemic,43,14,7,4
2022-11-23,London,Post-Pandemic,48,19,11,6
2022-11-23,Manchester,Post-Pandemic,31,37,13,7
2022-11-23,Sheffield,Post-Pandemic,41,23,9,6
2022-11-24,Edinburgh,Post-Pandemic,64,9,10,5
2022-11-24,London,Post-Pandemic,55,17,15,7
2022-11-24,Manchester,Post-Pandemic,42,31,18,10
2022-11-24,Sheffield,Post-Pandemic,50,21,11,6
2022-11-25,Edinburgh,Post-Pandemic,58,4,10,5
2022-11-25,London,Post-Pandemic,34,26,18,9
2022-11-25,Manchester,Post-Pandemic,25,40,18,9
2022-11-25,Sheffield,Post-Pandemic,42,21,11,6
2022-11-26,Edinburgh,Post-Pandemic,63,5,6,3
2022-11-26,London,Post-Pandemic,44,17,13,7
2022-11-26,Manchester,Post-Pandemic,40,24,16,8
2022-11-26,Sheffield,Post-Pandemic,49,15,12,7
2022-11-27,Edinburgh,Post-Pandemic,64,7,16,8
2022-11-27,London,Post-Pandemic,39,19,9,6
2022-11-27,Manchester,Post-Pandemic,33,34,32,17
2022-11-27,Sheffield,Post-Pandemic,37,27,24,13
2022-11-28,Edinburgh,Post-Pandemic,29,34,10,6
2022-11-28,London,Post-Pandemic,19,42,15,9
2022-11-28,Manchester,Post-Pandemic,16,55,25,16
2022-11-28,Sheffield,Post-Pandemic,27,30,16,11
2022-11-29,Edinburgh,Post-Pandemic,10,41,18,10
2022-11-29,London,Post-Pandemic,18,32,19,14
2022-11-29,Manchester,Post-Pandemic,7,51,35,26
2022-11-29,Sheffield,Post-Pandemic,11,36,16,12
2022-11-30,Edinburgh,Post-Pandemic,6,40,16,12
2022-11-30,London,Post-Pandemic,9,43,26,18
2022-11-30,Manchester,Post-Pandemic,18,38,20,14
2022-11-30,Sheffield,Post-Pandemic,15,32,19,14
2022-12-01,Edinburgh,Post-Pandemic,3,41,14,10
2022-12-01,London,Post-Pandemic,14,32,22,16
2022-12-01,Manchester,Post-Pandemic,14,35,32,25
2022-12-01,Sheffield,Post-Pandemic,22,23,20,16
2022-12-02,Edinburgh,Post-Pandemic,21,22,11,9
2022-12-02,London,Post-Pandemic,20,21,16,12
2022-12-02,Manchester,Post-Pandemic,4,53,30,21
2022-12-02,Sheffield,Post-Pandemic,7,33,21,17
2022-12-03,Edinburgh,Post-Pandemic,34,13,7,4
2022-12-03,London,Post-Pandemic,44,14,16,11
2022-12-03,Manchester,Post-Pandemic,16,38,19,13
2022-12-03,Sheffield,Post-Pandemic,24,24,10,7
2022-12-04,Edinburgh,Post-Pandemic,55,5,7,3
2022-12-04,London,Post-Pandemic,25,16,21,17
2022-12-04,Manchester,Post-Pandemic,25,28,14,10
2022-12-04,Sheffield,Post-Pandemic,29,21,10,8
2022-12-05,Edinburgh,Post-Pandemic,47,16,7,3
2022-12-05,London,Post-Pandemic,24,19,15,10
2022-12-05,Manchester,Post-Pandemic,22,32,14,9
2022-12-05,Sheffield,Post-Pandemic,26,21,9,6
2022-12-06,Edinburgh,Post-Pandemic,31,32,7,4
2022-12-06,London,Post-Pandemic,27,28,11,7
2022-12-06,Manchester,Post-Pandemic,15,49,17,9
2022-12-06,Sheffield,Post-Pandemic,44,19,8,4
2022-12-07,Edinburgh,Post-Pandemic,30,35,8,4
2022-12-07,London,Post-Pandemic,21,37,18,12
2022-12-07,Manchester,Post-Pandemic,4,71,30,20
2022-12-07,Sheffield,Post-Pandemic,40,30,9,5
2022-12-08,Edinburgh,Post-Pandemic,35,33,10,5
2022-12-08,London,Post-Pandemic,6,53,24,17
2022-12-08,Manchester,Post-Pandemic,2,75,35,25
2022-12-08,Sheffield,Post-Pandemic,41,29,10,6
2022-12-09,Edinburgh,Post-Pandemic,32,29,9,5
2022-12-09,London,Post-Pandemic,6,53,32,24
2022-12-09,Manchester,Post-Pandemic,3,74,40,30
2022-12-09,Sheffield,Post-Pandemic,27,33,8,6
2022-12-10,Edinburgh,Post-Pandemic,36,25,6,4
2022-12-10,London,Post-Pandemic,4,52,28,24
2022-12-10,Manchester,Post-Pandemic,11,48,21,17
2022-12-10,Sheffield,Post-Pandemic,25,35,14,12
2022-12-11,Edinburgh,Post-Pandemic,34,29,13,9
2022-12-11,London,Post-Pandemic,3,57,35,32
2022-12-11,Manchester,Post-Pandemic,11,49,24,20
2022-12-11,Sheffield,Post-Pandemic,23,31,20,18
2022-12-12,Edinburgh,Post-Pandemic,5,51,20,13
2022-12-12,London,Post-Pandemic,16,33,16,14
2022-12-12,Manchester,Post-Pandemic,6,54,28,23
2022-12-12,Sheffield,Post-Pandemic,7,40,32,29
2022-12-13,Edinburgh,Post-Pandemic,11,44,10,7
2022-12-13,London,Post-Pandemic,8,54,24,18
2022-12-13,Manchester,Post-Pandemic,10,45,31,25
2022-12-13,Sheffield,Post-Pandemic,9,40,31,27
2022-12-14,Edinburgh,Post-Pandemic,34,34,8,5
2022-12-14,London,Post-Pandemic,22,34,19,15
2022-12-14,Manchester,Post-Pandemic,6,66,29,19
2022-12-14,Sheffield,Post-Pandemic,29,35,16,12
2022-12-15,Edinburgh,Post-Pandemic,29,37,7,5
2022-12-15,London,Post-Pandemic,9,55,20,13
2022-12-15,Manchester,Post-Pandemic,2,99,51,37
2022-12-15,Sheffield,Post-Pandemic,31,42,14,11
2022-12-16,Edinburgh,Post-Pandemic,55,12,5,3
2022-12-16,London,Post-Pandemic,6,62,41,33
2022-12-16,Manchester,Post-Pandemic,3,80,38,29
2022-12-16,Sheffield,Post-Pandemic,17,47,16,12
2022-12-17,Edinburgh,Post-Pandemic,60,11,5,4
2022-12-17,London,Post-Pandemic,9,58,27,23
2022-12-17,Manchester,Post-Pandemic,18,39,19,13
2022-12-17,Sheffield,Post-Pandemic,35,25,12,10
2022-12-18,Edinburgh,Post-Pandemic,43,12,10,9
2022-12-18,London,Post-Pandemic,24,26,16,14
2022-12-18,Manchester,Post-Pandemic,16,39,17,13
2022-12-18,Sheffield,Post-Pandemic,19,30,19,16
2022-12-19,Edinburgh,Post-Pandemic,57,7,3,2
2022-12-19,London,Post-Pandemic,47,9,6,4
2022-12-19,Manchester,Post-Pandemic,37,24,9,5
2022-12-19,Sheffield,Post-Pandemic,54,9,3,2
2022-12-20,Edinburgh,Post-Pandemic,69,5,12,6
2022-12-20,London,Post-Pandemic,41,25,13,7
2022-12-20,Manchester,Post-Pandemic,32,35,18,10
2022-12-20,Sheffield,Post-Pandemic,45,23,10,6
2022-12-21,Edinburgh,Post-Pandemic,69,4,8,4
2022-12-21,London,Post-Pandemic,42,24,12,8
2022-12-21,Manchester,Post-Pandemic,32,39,16,9
2022-12-21,Sheffield,Post-Pandemic,51,16,8,5
2022-12-22,Edinburgh,Post-Pandemic,35,32,9,6
2022-12-22,London,Post-Pandemic,36,25,11,7
2022-12-22,Manchester,Post-Pandemic,4,65,17,12
2022-12-22,Sheffield,Post-Pandemic,16,38,15,12
2022-12-23,Edinburgh,Post-Pandemic,59,11,4,2
2022-12-23,London,Post-Pandemic,45,20,8,5
2022-12-23,Manchester,Post-Pandemic,12,50,13,9
2022-12-23,Sheffield,Post-Pandemic,12,41,13,11
2022-12-24,Edinburgh,Post-Pandemic,59,8,6,3
2022-12-24,London,Post-Pandemic,47,18,17,10
2022-12-24,Manchester,Post-Pandemic,35,25,14,8
2022-12-24,Sheffield,Post-Pandemic,47,19,11,7
2022-12-25,Edinburgh,Post-Pandemic,62,8,5,4
2022-12-25,London,Post-Pandemic,58,10,6,4
2022-12-25,Manchester,Post-Pandemic,50,10,9,5
2022-12-25,Sheffield,Post-Pandemic,63,7,8,5
2022-12-26,Edinburgh,Post-Pandemic,71,6,4,2
2022-12-26,London,Post-Pandemic,56,13,6,4
2022-12-26,Manchester,Post-Pandemic,53,15,9,4
2022-12-26,Sheffield,Post-Pandemic,69,6,6,3
2022-12-27,Edinburgh,Post-Pandemic,48,20,8,5
2022-12-27,London,Post-Pandemic,59,12,7,4
2022-12-27,Manchester,Post-Pandemic,47,19,6,3
2022-12-27,Sheffield,Post-Pandemic,58,10,5,3
2022-12-28,Edinburgh,Post-Pandemic,62,9,5,3
2022-12-28,London,Post-Pandemic,66,7,4,3
2022-12-28,Manchester,Post-Pandemic,42,29,9,5
2022-12-28,Sheffield,Post-Pandemic,63,11,5,3
2022-12-29,Edinburgh,Post-Pandemic,71,6,5,2
2022-12-29,London,Post-Pandemic,59,9,10,5
2022-12-29,Manchester,Post-Pandemic,41,26,11,5
2022-12-29,Sheffield,Post-Pandemic,61,9,6,3
2022-12-30,Edinburgh,Post-Pandemic,73,4,4,2
2022-12-30,London,Post-Pandemic,58,10,7,4
2022-12-30,Manchester,Post-Pandemic,48,21,12,6
2022-12-30,Sheffield,Post-Pandemic,61,9,8,4
2022-12-31,Edinburgh,Post-Pandemic,58,16,7,3
2022-12-31,London,Post-Pandemic,67,6,9,6
2022-12-31,Manchester,Post-Pandemic,35,35,9,6
2022-12-31,Sheffield,Post-Pandemic,49,24,6,4
2023-01-01,Edinburgh,Post-Pandemic,54,14,4,3
2023-01-01,London,Post-Pandemic,63,10,14,8
2023-01-01,Manchester,Post-Pandemic,47,21,10,6
2023-01-01,Sheffield,Post-Pandemic,64,11,7,5
2023-01-02,Edinburgh,Post-Pandemic,54,12,3,2
2023-01-02,London,Post-Pandemic,35,27,8,6
2023-01-02,Manchester,Post-Pandemic,28,36,10,7
2023-01-02,Sheffield,Post-Pandemic,45,21,8,6
2023-01-03,Edinburgh,Post-Pandemic,57,9,3,2
2023-01-03,London,Post-Pandemic,48,18,7,5
2023-01-03,Manchester,Post-Pandemic,38,28,5,3
2023-01-03,Sheffield,Post-Pandemic,41,21,8,6
2023-01-04,Edinburgh,Post-Pandemic,59,10,4,3
2023-01-04,London,Post-Pandemic,58,11,11,7
2023-01-04,Manchester,Post-Pandemic,48,17,11,6
2023-01-04,Sheffield,Post-Pandemic,65,6,6,4
2023-01-05,Edinburgh,Post-Pandemic,54,11,4,2
2023-01-05,London,Post-Pandemic,53,12,12,7
2023-01-05,Manchester,Post-Pandemic,40,26,10,5
2023-01-05,Sheffield,Post-Pandemic,56,15,6,4
2023-01-06,Edinburgh,Post-Pandemic,65,7,9,5
2023-01-06,London,Post-Pandemic,56,14,5,3
2023-01-06,Manchester,Post-Pandemic,42,28,10,5
2023-01-06,Sheffield,Post-Pandemic,61,17,8,5
2023-01-07,Edinburgh,Post-Pandemic,71,7,5,3
2023-01-07,London,Post-Pandemic,63,7,9,5
2023-01-07,Manchester,Post-Pandemic,53,21,6,3
2023-01-07,Sheffield,Post-Pandemic,71,10,3,2
2023-01-08,Edinburgh,Post-Pandemic,72,5,10,6
2023-01-08,London,Post-Pandemic,65,11,8,5
2023-01-08,Manchester,Post-Pandemic,47,28,7,4
2023-01-08,Sheffield,Post-Pandemic,69,11,5,3
2023-01-09,Edinburgh,Post-Pandemic,63,10,6,3
2023-01-09,London,Post-Pandemic,49,20,10,5
2023-01-09,Manchester,Post-Pandemic,45,25,17,8
2023-01-09,Sheffield,Post-Pandemic,67,11,9,5
2023-01-10,Edinburgh,Post-Pandemic,63,7,6,3
2023-01-10,London,Post-Pandemic,51,13,10,6
2023-01-10,Manchester,Post-Pandemic,48,20,9,5
2023-01-10,Sheffield,Post-Pandemic,62,12,6,3
2023-01-11,Edinburgh,Post-Pandemic,76,4,9,5
2023-01-11,London,Post-Pandemic,61,11,11,6
2023-01-11,Manchester,Post-Pandemic,54,26,15,7
2023-01-11,Sheffield,Post-Pandemic,74,10,9,5
2023-01-12,Edinburgh,Post-Pandemic,74,5,7,4
2023-01-12,London,Post-Pandemic,64,8,9,5
2023-01-12,Manchester,Post-Pandemic,52,24,12,6
2023-01-12,Sheffield,Post-Pandemic,73,11,8,4
2023-01-13,Edinburgh,Post-Pandemic,60,14,6,3
2023-01-13,London,Post-Pandemic,58,13,14,7
2023-01-13,Manchester,Post-Pandemic,51,24,18,9
2023-01-13,Sheffield,Post-Pandemic,69,11,9,5
2023-01-14,Edinburgh,Post-Pandemic,70,5,3,1
2023-01-14,London,Post-Pandemic,61,11,6,3
2023-01-14,Manchester,Post-Pandemic,59,16,9,5
2023-01-14,Sheffield,Post-Pandemic,71,9,5,3
2023-01-15,Edinburgh,Post-Pandemic,51,20,6,3
2023-01-15,London,Post-Pandemic,61,13,8,4
2023-01-15,Manchester,Post-Pandemic,41,30,11,6
2023-01-15,Sheffield,Post-Pandemic,54,21,9,6
2023-01-16,Edinburgh,Post-Pandemic,42,25,4,3
2023-01-16,London,Post-Pandemic,38,29,9,6
2023-01-16,Manchester,Post-Pandemic,26,41,13,8
2023-01-16,Sheffield,Post-Pandemic,44,23,8,6
2023-01-17,Edinburgh,Post-Pandemic,41,20,4,2
2023-01-17,London,Post-Pandemic,1,71,27,19
2023-01-17,Manchester,Post-Pandemic,15,49,17,13
2023-01-17,Sheffield,Post-Pandemic,46,24,6,5
2023-01-18,Edinburgh,Post-Pandemic,39,28,8,4
2023-01-18,London,Post-Pandemic,13,46,14,10
2023-01-18,Manchester,Post-Pandemic,22,43,16,9
2023-01-18,Sheffield,Post-Pandemic,53,17,6,4
2023-01-19,Edinburgh,Post-Pandemic,44,21,5,3
2023-01-19,London,Post-Pandemic,12,48,15,9
2023-01-19,Manchester,Post-Pandemic,23,45,15,9
2023-01-19,Sheffield,Post-Pandemic,44,28,9,5
2023-01-20,Edinburgh,Post-Pandemic,26,40,10,6
2023-01-20,London,Post-Pandemic,27,34,11,6
2023-01-20,Manchester,Post-Pandemic,16,56,21,12
2023-01-20,Sheffield,Post-Pandemic,42,28,12,8
2023-01-21,Edinburgh,Post-Pandemic,42,22,7,4
2023-01-21,London,Post-Pandemic,20,42,23,17
2023-01-21,Manchester,Post-Pandemic,9,53,24,18
2023-01-21,Sheffield,Post-Pandemic,11,45,23,20
2023-01-22,Edinburgh,Post-Pandemic,45,10,5,4
2023-01-22,London,Post-Pandemic,2,73,53,46
2023-01-22,Manchester,Post-Pandemic,14,40,24,19
2023-01-22,Sheffield,Post-Pandemic,23,31,23,20
2023-01-23,Edinburgh,Post-Pandemic,42,10,2,2
2023-01-23,London,Post-Pandemic,10,73,50,41
2023-01-23,Manchester,Post-Pandemic,4,60,32,24
2023-01-23,Sheffield,Post-Pandemic,10,42,31,26
2023-01-24,Edinburgh,Post-Pandemic,38,15,4,3
2023-01-24,London,Post-Pandemic,29,38,22,17
2023-01-24,Manchester,Post-Pandemic,2,53,33,25
2023-01-24,Sheffield,Post-Pandemic,17,43,16,13
2023-01-25,Edinburgh,Post-Pandemic,50,17,8,4
2023-01-25,London,Post-Pandemic,6,46,32,27
2023-01-25,Manchester,Post-Pandemic,16,41,18,12
2023-01-25,Sheffield,Post-Pandemic,39,25,7,5
2023-01-26,Edinburgh,Post-Pandemic,41,27,10,4
2023-01-26,London,Post-Pandemic,47,20,10,6
2023-01-26,Manchester,Post-Pandemic,11,56,19,10
2023-01-26,Sheffield,Post-Pandemic,54,22,8,5
2023-01-27,Edinburgh,Post-Pandemic,42,22,7,4
2023-01-27,London,Post-Pandemic,42,28,12,7
2023-01-27,Manchester,Post-Pandemic,23,46,13,8
2023-01-27,Sheffield,Post-Pandemic,48,28,10,7
2023-01-28,Edinburgh,Post-Pandemic,49,15,6,3
2023-01-28,London,Post-Pandemic,33,32,18,12
2023-01-28,Manchester,Post-Pandemic,19,43,17,13
2023-01-28,Sheffield,Post-Pandemic,42,26,9,7
2023-01-29,Edinburgh,Post-Pandemic,65,5,6,3
2023-01-29,London,Post-Pandemic,33,23,12,10
2023-01-29,Manchester,Post-Pandemic,38,23,11,7
2023-01-29,Sheffield,Post-Pandemic,60,9,7,5
2023-01-30,Edinburgh,Post-Pandemic,56,13,10,5
2023-01-30,London,Post-Pandemic,34,33,14,8
2023-01-30,Manchester,Post-Pandemic,46,23,23,11
2023-01-30,Sheffield,Post-Pandemic,68,9,14,7
2023-01-31,Edinburgh,Post-Pandemic,67,9,8,5
2023-01-31,London,Post-Pandemic,42,26,15,8
2023-01-31,Manchester,Post-Pandemic,54,17,20,10
2023-01-31,Sheffield,Post-Pandemic,73,7,11,6
2023-02-01,Edinburgh,Post-Pandemic,62,15,7,4
2023-02-01,London,Post-Pandemic,54,20,17,9
2023-02-01,Manchester,Post-Pandemic,59,15,21,10
2023-02-01,Sheffield,Post-Pandemic,73,8,10,5
2023-02-02,Edinburgh,Post-Pandemic,69,NA,4,2
2023-02-02,London,Post-Pandemic,52,22,8,4
2023-02-02,Manchester,Post-Pandemic,48,23,12,5
2023-02-02,Sheffield,Post-Pandemic,68,9,5,3
2023-02-03,Edinburgh,Post-Pandemic,65,11,17,8
2023-02-03,London,Post-Pandemic,48,24,8,4
2023-02-03,Manchester,Post-Pandemic,49,23,13,6
2023-02-03,Sheffield,Post-Pandemic,60,15,5,3
2023-02-04,Edinburgh,Post-Pandemic,64,8,6,4
2023-02-04,London,Post-Pandemic,39,26,12,8
2023-02-04,Manchester,Post-Pandemic,39,30,14,7
2023-02-04,Sheffield,Post-Pandemic,61,15,8,4
2023-02-05,Edinburgh,Post-Pandemic,50,18,15,7
2023-02-05,London,Post-Pandemic,41,26,16,9
2023-02-05,Manchester,Post-Pandemic,18,45,23,14
2023-02-05,Sheffield,Post-Pandemic,46,27,22,12
2023-02-06,Edinburgh,Post-Pandemic,64,9,7,4
2023-02-06,London,Post-Pandemic,12,57,30,17
2023-02-06,Manchester,Post-Pandemic,11,53,27,16
2023-02-06,Sheffield,Post-Pandemic,25,39,24,13
2023-02-07,Edinburgh,Post-Pandemic,55,10,8,5
2023-02-07,London,Post-Pandemic,7,63,34,23
2023-02-07,Manchester,Post-Pandemic,5,66,37,23
2023-02-07,Sheffield,Post-Pandemic,14,48,27,17
2023-02-08,Edinburgh,Post-Pandemic,68,5,8,5
2023-02-08,London,Post-Pandemic,9,57,36,28
2023-02-08,Manchester,Post-Pandemic,15,47,32,20
2023-02-08,Sheffield,Post-Pandemic,34,27,25,16
2023-02-09,Edinburgh,Post-Pandemic,68,8,10,5
2023-02-09,London,Post-Pandemic,15,50,33,22
2023-02-09,Manchester,Post-Pandemic,35,36,24,10
2023-02-09,Sheffield,Post-Pandemic,52,NA,18,9
2023-02-10,Edinburgh,Post-Pandemic,67,5,5,3
2023-02-10,London,Post-Pandemic,20,48,26,18
2023-02-10,Manchester,Post-Pandemic,24,41,18,9
2023-02-10,Sheffield,Post-Pandemic,54,17,13,6
2023-02-11,Edinburgh,Post-Pandemic,67,6,4,3
2023-02-11,London,Post-Pandemic,39,24,14,9
2023-02-11,Manchester,Post-Pandemic,50,24,14,7
2023-02-11,Sheffield,Post-Pandemic,70,13,9,5
2023-02-12,Edinburgh,Post-Pandemic,71,5,6,3
2023-02-12,London,Post-Pandemic,48,16,13,10
2023-02-12,Manchester,Post-Pandemic,27,40,27,19
2023-02-12,Sheffield,Post-Pandemic,48,24,25,18
2023-02-13,Edinburgh,Post-Pandemic,30,26,24,19
2023-02-13,London,Post-Pandemic,35,24,30,24
2023-02-13,Manchester,Post-Pandemic,22,40,31,22
2023-02-13,Sheffield,Post-Pandemic,39,26,31,24
2023-02-14,Edinburgh,Post-Pandemic,34,26,30,21
2023-02-14,London,Post-Pandemic,7,58,49,37
2023-02-14,Manchester,Post-Pandemic,6,78,57,35
2023-02-14,Sheffield,Post-Pandemic,18,48,52,36
2023-02-15,Edinburgh,Post-Pandemic,67,8,13,7
2023-02-15,London,Post-Pandemic,36,35,39,30
2023-02-15,Manchester,Post-Pandemic,22,54,33,22
2023-02-15,Sheffield,Post-Pandemic,44,28,38,27
2023-02-16,Edinburgh,Post-Pandemic,53,13,4,2
2023-02-16,London,Post-Pandemic,52,15,5,3
2023-02-16,Manchester,Post-Pandemic,31,34,10,6
2023-02-16,Sheffield,Post-Pandemic,59,11,5,3
2023-02-17,Edinburgh,Post-Pandemic,71,10,8,4
2023-02-17,London,Post-Pandemic,53,14,4,2
2023-02-17,Manchester,Post-Pandemic,48,23,14,7
2023-02-17,Sheffield,Post-Pandemic,64,12,8,5
2023-02-18,Edinburgh,Post-Pandemic,68,12,2,1
2023-02-18,London,Post-Pandemic,60,14,5,3
2023-02-18,Manchester,Post-Pandemic,57,14,11,5
2023-02-18,Sheffield,Post-Pandemic,75,7,5,2
2023-02-19,Edinburgh,Post-Pandemic,67,5,3,2
2023-02-19,London,Post-Pandemic,53,16,8,5
2023-02-19,Manchester,Post-Pandemic,56,16,11,5
2023-02-19,Sheffield,Post-Pandemic,72,8,7,3
2023-02-20,Edinburgh,Post-Pandemic,69,6,3,1
2023-02-20,London,Post-Pandemic,49,16,6,4
2023-02-20,Manchester,Post-Pandemic,45,22,9,3
2023-02-20,Sheffield,Post-Pandemic,65,9,6,3
2023-02-21,Edinburgh,Post-Pandemic,57,6,3,2
2023-02-21,London,Post-Pandemic,41,17,13,10
2023-02-21,Manchester,Post-Pandemic,31,31,11,6
2023-02-21,Sheffield,Post-Pandemic,47,19,12,8
2023-02-22,Edinburgh,Post-Pandemic,59,15,6,2
2023-02-22,London,Post-Pandemic,26,27,19,15
2023-02-22,Manchester,Post-Pandemic,42,24,9,5
2023-02-22,Sheffield,Post-Pandemic,58,15,10,7
2023-02-23,Edinburgh,Post-Pandemic,49,17,10,4
2023-02-23,London,Post-Pandemic,51,19,11,6
2023-02-23,Manchester,Post-Pandemic,44,28,18,7
2023-02-23,Sheffield,Post-Pandemic,65,14,13,6
2023-02-24,Edinburgh,Post-Pandemic,57,15,11,3
2023-02-24,London,Post-Pandemic,32,36,17,9
2023-02-24,Manchester,Post-Pandemic,43,28,19,10
2023-02-24,Sheffield,Post-Pandemic,69,12,10,5
2023-02-25,Edinburgh,Post-Pandemic,59,16,10,3
2023-02-25,London,Post-Pandemic,59,12,11,6
2023-02-25,Manchester,Post-Pandemic,46,26,20,9
2023-02-25,Sheffield,Post-Pandemic,66,14,15,7
2023-02-26,Edinburgh,Post-Pandemic,59,16,12,5
2023-02-26,London,Post-Pandemic,56,14,10,5
2023-02-26,Manchester,Post-Pandemic,49,22,16,8
2023-02-26,Sheffield,Post-Pandemic,64,15,13,6
2023-02-27,Edinburgh,Post-Pandemic,39,27,16,7
2023-02-27,London,Post-Pandemic,54,19,9,4
2023-02-27,Manchester,Post-Pandemic,48,28,11,6
2023-02-27,Sheffield,Post-Pandemic,60,18,8,5
2023-02-28,Edinburgh,Post-Pandemic,57,16,9,4
2023-02-28,London,Post-Pandemic,54,18,8,4
2023-02-28,Manchester,Post-Pandemic,52,24,10,5
2023-02-28,Sheffield,Post-Pandemic,66,14,7,5
2023-03-01,Edinburgh,Post-Pandemic,NA,NA,6,3
2023-03-01,London,Post-Pandemic,57,18,7,3
2023-03-01,Manchester,Post-Pandemic,54,25,8,5
2023-03-01,Sheffield,Post-Pandemic,68,13,8,5
2023-03-02,Edinburgh,Post-Pandemic,NA,NA,10,5
2023-03-02,London,Post-Pandemic,54,18,18,12
2023-03-02,Manchester,Post-Pandemic,47,33,18,11
2023-03-02,Sheffield,Post-Pandemic,61,21,14,9
2023-03-03,Edinburgh,Post-Pandemic,58,18,15,7
2023-03-03,London,Post-Pandemic,61,16,12,6
2023-03-03,Manchester,Post-Pandemic,54,30,16,8
2023-03-03,Sheffield,Post-Pandemic,69,17,12,7
2023-03-04,Edinburgh,Post-Pandemic,47,16,9,6
2023-03-04,London,Post-Pandemic,63,15,10,7
2023-03-04,Manchester,Post-Pandemic,53,22,19,11
2023-03-04,Sheffield,Post-Pandemic,70,13,13,8
2023-03-05,Edinburgh,Post-Pandemic,56,10,5,3
2023-03-05,London,Post-Pandemic,49,17,17,14
2023-03-05,Manchester,Post-Pandemic,50,23,14,9
